"","DBN","School Name","Total Enrollment","Economic Need Index","% Male","% Black","% White","% Students with Disabilities","% Poverty","GT1","GT2","GT3","GT4","GT5","GTK","GE1","GE2","GE3","GE4","GE5","GE6","GE7","GE8","GEK","ICT1","ICT2","ICT3","ICT4","ICT5","ICT6","ICT7","ICT8","ICTK","ICTGT1","ICTGT2","ICTGT3","ICTGT4","ICTGT5","ICTGTK","SC121","SC1211","SC151","SC611","SC811","middle_levels","elementary_levels","self_contained","gifted","self_contained_and_gifted","school_type","class_option","borough"
"447","13K008","P.S. 008 Robert Fulton",916,0.193,0.533,0.152,0.59,0.126,0.191,0,0,0,0,0,0,4,3,3,3,3,1,3,1,4,1,1,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"K to 8","no option","Brooklyn"
"448","13K009","P.S. 009 Teunis G. Bergen",912,0.412,0.5,0.413,0.304,0.159,0.423,1,1,1,1,1,1,3,3,3,2,2,0,0,0,4,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1,1,"Elementary","SC and GT","Brooklyn"
"449","13K011","P.S. 011 Purvis J. Behan",894,0.477,0.475,0.647,0.135,0.113,0.456,0,0,0,0,0,0,4,4,4,3,4,0,0,0,4,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,"Elementary","SC","Brooklyn"
"450","13K020","P.S. 020 Clinton Hill",457,0.529,0.466,0.486,0.221,0.14,0.632,0,0,0,0,0,0,0,1,1,1,1,0,0,0,3,3,2,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Elementary","no option","Brooklyn"
"451","13K044","P.S. 044 Marcus Garvey",139,0.927,0.489,0.835,0.036,0.237,0.964,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,"Elementary","SC","Brooklyn"
"452","13K046","P.S. 046 Edward C. Blum",279,0.864,0.491,0.48,0.025,0.312,0.9,0,0,0,0,0,0,2,2,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,1,0,0,"Elementary","SC","Brooklyn"
"453","13K054","P.S. 054 Samuel C. Barnes",208,0.895,0.466,0.538,0.024,0.202,0.942,0,0,0,0,0,0,1,1,1,1,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Elementary","no option","Brooklyn"
"454","13K056","P.S. 056 Lewis H. Latimer",215,0.706,0.526,0.651,0.149,0.2,0.758,0,0,1,0,0,1,1,1,0,2,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1,1,"Elementary","SC and GT","Brooklyn"
"455","13K067","P.S. 067 Charles A. Dorsey",219,0.972,0.548,0.589,0.014,0.361,0.995,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,"Elementary","SC","Brooklyn"
"456","13K093","P.S. 093 William H. Prescott",277,0.913,0.549,0.664,0.011,0.209,0.975,0,0,0,0,0,0,2,0,2,0,1,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,"Elementary","SC","Brooklyn"
"457","13K113","M.S. 113 Ronald Edmonds Learning Center",305,0.86,0.567,0.682,0.026,0.298,0.925,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,4,0,0,0,1,0,1,0,0,"Middle","SC","Brooklyn"
"458","13K133","P.S. 133 William A. Butler",774,0.446,0.501,0.256,0.317,0.159,0.371,0,0,0,0,0,0,5,4,4,4,2,0,0,0,5,1,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,"Elementary","SC","Brooklyn"
"459","13K256","P.S. 256 Benjamin Banneker",230,0.948,0.517,0.691,0.026,0.222,0.983,0,0,0,0,0,0,0,1,1,2,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,"Elementary","SC","Brooklyn"
"460","13K265","Dr. Susan S. McKinney Secondary School of the Arts",370,0.906,0.414,0.692,0.011,0.251,0.922,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,"Middle","SC","Brooklyn"
"461","13K266","M.S. K266 - Park Place Community Middle School",160,0.778,0.556,0.762,0.044,0.369,0.869,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,"Middle","SC","Brooklyn"
"462","13K270","P.S. 270 Johann DeKalb",108,0.914,0.546,0.685,0.009,0.296,0.889,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,"Elementary","SC","Brooklyn"
"463","13K282","P.S. 282 Park Slope",742,0.597,0.526,0.527,0.159,0.187,0.559,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,4,0,0,0,1,1,1,1,1,"K to 8","SC and GT","Brooklyn"
"464","13K287","P.S. 287 Bailey K. Ashford",179,0.909,0.52,0.676,0.022,0.268,0.933,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Elementary","no option","Brooklyn"
"465","13K301","Satellite East Middle School",99,0.88,0.515,0.697,0.051,0.333,0.949,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Middle","no option","Brooklyn"
"466","13K305","P.S. 305 Dr. Peter Ray",139,0.923,0.468,0.698,0.079,0.245,0.971,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,"Elementary","SC","Brooklyn"
"467","13K307","P.S. 307 Daniel Hale Williams",366,0.825,0.579,0.56,0.104,0.369,0.792,0,0,0,0,0,0,1,1,1,1,1,0,0,0,2,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,6,0,1,1,0,0,"Elementary","SC","Brooklyn"
"468","13K313","Dock Street School for STEAM Studies",199,0.674,0.467,0.678,0.055,0.251,0.729,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,"Middle","SC","Brooklyn"
"469","13K351","The Urban Assembly Unison School",149,0.867,0.497,0.792,0.02,0.329,0.899,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Middle","no option","Brooklyn"
"470","13K492","Academy of Arts and Letters",519,0.366,0.453,0.318,0.372,0.214,0.306,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,2,2,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"K to 8","no option","Brooklyn"
"471","13K527","Urban Assembly Institute of Math and Science for Y",480,0.792,0,0.642,0.115,0.169,0.858,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Middle","no option","Brooklyn"
"472","13K691","Fort Greene Preparatory Academy",201,0.859,0.557,0.622,0.02,0.333,0.905,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Middle","no option","Brooklyn"
"473","14K016","P.S. 016 Leonard Dunkly",223,0.964,0.448,0.341,0.013,0.305,0.924,0,0,0,0,0,0,2,2,1,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,0,"Elementary","SC","Brooklyn"
"474","14K017","P.S. 017 Henry D. Woodworth",275,0.745,0.505,0.044,0.113,0.353,0.709,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,2,2,1,2,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,"Elementary","SC","Brooklyn"
"475","14K018","P.S. 018 Edward Bush",178,0.854,0.551,0.202,0.067,0.343,0.882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,"Elementary","SC","Brooklyn"
"476","14K023","P.S. 023 Carter G. Woodson",286,0.948,0.524,0.507,0.014,0.325,0.906,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,1,1,0,0,"Elementary","SC","Brooklyn"
"477","14K031","P.S. 031 Samuel F. Dupont",592,0.577,0.53,0.046,0.429,0.154,0.725,0,0,0,0,0,0,3,2,2,2,1,0,0,0,2,1,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Elementary","no option","Brooklyn"
"478","14K034","P.S. 034 Oliver H. Perry",482,0.391,0.525,0.046,0.751,0.141,0.29,0,0,0,0,0,0,2,3,2,2,2,0,0,0,3,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Elementary","no option","Brooklyn"
"479","14K050","J.H.S. 050 John D. Wells",289,0.875,0.588,0.211,0.028,0.36,0.9,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,1,2,0,0,0,1,0,1,0,0,"Middle","SC","Brooklyn"
"480","14K059","P.S. 059 William Floyd",312,0.959,0.522,0.51,0.013,0.266,0.952,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,"Elementary","SC","Brooklyn"
"481","14K071","Juan Morel Campos Secondary School",534,0.931,0.534,0.178,0.052,0.333,0.882,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2,2,0,0,0,1,0,1,0,0,"Middle","SC","Brooklyn"
"482","14K084","P.S. 084 Jose De Diego",793,0.58,0.516,0.038,0.255,0.165,0.485,0,0,0,0,0,0,2,2,2,3,2,2,2,2,2,2,2,2,3,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"K to 8","no option","Brooklyn"
"483","14K110","P.S. 110 The Monitor",523,0.353,0.522,0.034,0.702,0.098,0.273,0,0,0,0,0,0,4,4,2,2,2,0,0,0,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Elementary","no option","Brooklyn"
"484","14K120","P.S. 120 Carlos Tapia",415,0.92,0.511,0.19,0.029,0.236,0.882,0,0,0,0,0,0,3,3,2,2,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,"Elementary","SC","Brooklyn"
"485","14K126","John Ericsson Middle School 126",378,0.824,0.601,0.196,0.101,0.257,0.852,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,"Middle","SC","Brooklyn"
"486","14K132","P.S. 132 The Conselyea School",723,0.537,0.494,0.141,0.422,0.12,0.429,1,1,1,1,1,1,3,3,3,3,2,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,"Elementary","SC and GT","Brooklyn"
